title,artist,album,release_date,url,image_url,year,genre,mood
Lavender Veylalo [TELUGU],Adithya RK,Kadhalikka Neramillai [TELUGU],2025-02-13,https://open.spotify.com/track/7mLwKFUzL9loi1SysKejVX,https://i.scdn.co/image/ab67616d0000b273e4d4c6eaf182f5a3448cb0af,2025,Romantic,Happy
Jeevinchaali,A.R. Rahman,Chhaava (Telugu) [Original Motion Picture Soundtrack],2025-03-27,https://open.spotify.com/track/3OzZ9otqn7q2GngTLEimca,https://i.scdn.co/image/ab67616d0000b273c62fa46c489ea613391052bc,2025,Romantic,Happy
Kannappa Theme,Stephen Devassy,Kannappa (TELUGU),2025-06-27,https://open.spotify.com/track/6lSbTk26vwpfCc4AH1KgOI,https://i.scdn.co/image/ab67616d0000b27372ea6727b1cadf31f8a887cf,2025,Romantic,Happy
Mother Theme,Sindhuja Srinivasan,Kannappa (TELUGU),2025-06-27,https://open.spotify.com/track/6UIFFTVDisSlbSnZsZCKYU,https://i.scdn.co/image/ab67616d0000b27372ea6727b1cadf31f8a887cf,2025,Romantic,Happy
Varsaina Dana O Attakutura,Vadlakonda Anil Kumar,Telugu Folk Songs Telangana Janapadalu Vol - 6,2025-04-24,https://open.spotify.com/track/78x9BH3s8MyAl7PASvNW7s,https://i.scdn.co/image/ab67616d0000b273a05ca874ee0f4a7da72145df,2025,Romantic,Happy
"Soul Of Vaarasudu (From ""Vaarasudu"")",K. S. Chithra,Telugu Chartbuster Hits,2025-06-27,https://open.spotify.com/track/4u9Knt61TsYeNVm3XDeBdF,https://i.scdn.co/image/ab67616d0000b2738029f748b2f874b19ea47722,2025,Romantic,Happy
Prabhu Yesuni Vadanamulo,George Sambathini,Telugu Christian Songs,2025-01-26,https://open.spotify.com/track/1jIICkLOts0aBlGXQdCnBO,https://i.scdn.co/image/ab67616d0000b273840015caffefa1683c3591d4,2025,Romantic,Happy
Naa Priyuda Yesayya,George Sambathini,Telugu Christian Songs,2025-01-26,https://open.spotify.com/track/2xzyelg4smPcmTvx17BPdY,https://i.scdn.co/image/ab67616d0000b273840015caffefa1683c3591d4,2025,Romantic,Happy
Skanda Jo laali (Telugu laali paata (Lullaby),Karthik Kodakandla,Skanda Jo laali (Telugu laali paata (Lullaby),2025-05-31,https://open.spotify.com/track/27yTfucs4UqKxwzKWeOaO4,https://i.scdn.co/image/ab67616d0000b27337d8492227c00567aed69846,2025,Romantic,Happy
Koparap,Thaman S,Game Changer (Telugu),2025-01-04,https://open.spotify.com/track/71V9rZaLlKBA3httKLxmvw,https://i.scdn.co/image/ab67616d0000b2738b395cc60acd21733fb64cf1,2025,Romantic,Happy
The Roar,A.R. Rahman,Chhaava (Telugu) [Original Motion Picture Soundtrack],2025-03-27,https://open.spotify.com/track/2hl78bJ85yJedrJSRnDTBa,https://i.scdn.co/image/ab67616d0000b273c62fa46c489ea613391052bc,2025,Romantic,Happy
⁠Broken Glass - Telugu,Deepak Blue,TEST - Telugu (Soundtrack from the Netflix Film),2025-03-25,https://open.spotify.com/track/4ajNLI00mPox3T4Gmf22yb,https://i.scdn.co/image/ab67616d0000b273b868ec09ffe02f40a5880ee5,2025,Romantic,Happy
Truth Of Appanna,Thaman S,Game Changer (Telugu),2025-02-02,https://open.spotify.com/track/17F4IbapXodUEXQm7PzxnP,https://i.scdn.co/image/ab67616d0000b27392f6193b03f49a56d2416a6b,2025,Romantic,Happy
